,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
671,YTTERGRYTA,Status,Yttergryta was shut down in 2012. The facility on Yttergryta is disconnected from the Midgard X template and will be decommissioned at the same time as the Åsgard facilities.,4973114,09.12.2023,02.04.2024
672,YTTERGRYTA,Development,"Yttergryta is a field in the Norwegian Sea, 33 kilometres east of the Åsgard B platform. The water depth is 300 metres. Yttergryta was discovered in 2007, and the plan for development and operation (PDO) was approved in 2008. The field was developed with a subsea template connected to the Åsgard B platform via the Midgard X template. The production started in 2009.",4973114,09.12.2023,02.04.2024
673,YTTERGRYTA,Transport,The gas was transported to the template Midgard X and further to the Åsgard B facility for processing.,4973114,09.12.2023,02.04.2024
674,YTTERGRYTA,Recovery strategy,The field was produced by pressure depletion.,4973114,28.02.2023,02.04.2024
675,ÆRFUGL NORD,Reservoir,The reservoir contains gas and condensate in sandstone of Late Cretaceous age in the Lysing Formation. It is at a depth of 2800 metres and has good quality.,38542241,14.12.2023,02.04.2024
676,ÆRFUGL NORD,Transport,"The well stream is transported to the Skarv FPSO for processing. The condensate is offloaded to shuttle tankers, while the gas is transported to the Kårstø terminal in an 80-kilometre pipeline connected to the Åsgard Transport System (ÅTS).",38542241,28.02.2023,02.04.2024
677,ÆRFUGL NORD,Recovery strategy,The field is produced by depletion.,38542241,28.02.2023,02.04.2024
678,ÆRFUGL NORD,Development,"Ærfugl Nord is a field in the northern part of the Norwegian Sea, just west of the Skarv field. The water depth is 350-450 metres. Ærfugl Nord was discovered in 2012, and the plan for development and operation (PDO) was approved in 2018. The Ærfugl Nord development includes one production well tied-back to the Skarv production, storage and offloading vessel (FPSO). The production started in 2021.",38542241,14.12.2023,02.04.2024
679,ÆRFUGL NORD,Status,"The production has been slightly higher in 2023 than expected, due to higher well productivity and uptime at the Skarv FPSO.",38542241,14.12.2023,02.04.2024
680,ØRN,Development,"Ørn is a field in the northern part of the Norwegian Sea, 20 kilometres northwest of the Skarv field. The water depth is 380 metres. Ørn was discovered in 2019, and the plan for development and operation (PDO) was approved in June 2023. The development concept includes a subsea template with four slots tied-back to the Skarv floating production, storage and offloading vessel (FPSO).",42002484,09.12.2023,02.04.2024
681,ØRN,Reservoir,The reservoir contains gas and condensate in sandstone of Middle Jurassic age in the Garn and Not Formations. It is at a depth of about 4100 metres and has good quality.,42002484,08.12.2023,02.04.2024
682,ØRN,Status,Ørn is being developed together with Idun Nord and Alve Nord as part of the Skarv Satellite Project (SSP). The Production is planned to start in 2027.,42002484,12.08.2023,02.04.2024
683,ØRN,Recovery strategy,The field will be produced by pressure depletion.,42002484,12.08.2023,02.04.2024
684,ØRN,Transport,The gas will be exported via the Åsgard Transport System (ÅTS) to the terminal at Kårstø. Oil and condensate will be offloaded from the Skarv FPSO to shuttle tankers.,42002484,08.12.2023,02.04.2024
685,ØST FRIGG,Recovery strategy,The field was produced by pressure depletion.,43576,28.02.2023,02.04.2024
686,ØST FRIGG,Development,"Øst Frigg is a field in the central part of the North Sea, four kilometres east of the Frigg field. The water depth is 100 metres. Øst Frigg was discovered in 1973, and the plan for development and operation (PDO) was approved in 1984. The field was developed with two subsea templates and a central manifold station tied to the Frigg field. The production started in 1988.",43576,09.12.2023,02.04.2024
687,ØST FRIGG,Transport,"Gas was transported in a pipeline from the manifold to the Frigg field (TCP2) for processing, and further via pipeline the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK.",43576,28.02.2023,02.04.2024
688,ØST FRIGG,Status,"Øst Frigg was shut down in 1997, and the subsea templates were removed in 2001. The ongoing development of the Fulla field also includes a redevelopment of Øst Frigg. Appraisal wells were drilled on the Øst Frigg field in 2022 and 2023.",43576,09.12.2023,02.04.2024
689,ØST FRIGG,Reservoir,"Øst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 1900 metres and has excellent quality. The field contains two separate structures, which are part of the same pressure system as the Frigg field.",43576,09.12.2023,02.04.2024
690,ÅSGARD,Reservoir,"Åsgard produces gas and considerable amounts of condensate mainly from Jurassic sandstone at depths of as much as 4850 metres. The reservoir quality varies in the different formations, and there are large variations in the reservoir properties between the four accumulations. Smørbukk is in a rotated fault block and contains gas, condensate and oil in the Åre, Tilje, Tofte, Ile and Garn Formations. Smørbukk Sør contains oil, gas and condensate in the Tilje, Ile and Garn Formations. The Midgard gas accumulation is divided into four structural segments, with the main reservoir in the Ile and Garn Formations. Blåbjørn contains oil at a depth of 3100 metres in the Upper Cretaceous Lysing Formation. The Blåbjørn reservoir is located above Smørbukk Sør.",43765,14.12.2023,02.04.2024
691,ÅSGARD,Transport,"Oil and condensate are temporarily stored at Åsgard A, then shipped to shore by tankers. The gas is exported through the Åsgard Transport System (ÅTS) to the terminal at Kårstø. The condensate from Åsgard is sold as oil.",43765,14.12.2023,02.04.2024
692,ÅSGARD,Status,"Work is ongoing to increase the recovery from the field, with focus on a further reduction of the inlet pressure on the facilities and identification of new targets for infill drilling. Challenges for Åsgard are avoiding minimum flow in the subsea flowlines and depleted reservoirs that impact the drilling window. Subsea gas compression has has accelerated and prolonged gas production at Åsgard. Phase II of the subsea gas compression development is ongoing. New tie-ins to Åsgard, such as Blåbjørn and Smørbukk Nord, can prolong the lifetime of the facilities.",43765,14.12.2023,02.04.2024
693,ÅSGARD,Recovery strategy,"Smørbukk and Smørbukk Sør are produced mainly by pressure depletion, with minor pressure support by gas injection. Midgard and Blåbjørn are produced by pressure depletion.",43765,14.12.2023,02.04.2024
694,ÅSGARD,Development,"Åsgard is a field in the central part of the Norwegian Sea. The water depth is 240-300 metres. Åsgard was discovered in 1981, and the plan for development and operation (PDO) was approved in 1996. The Åsgard field includes the accumulations Smørbukk, Smørbukk Sør, Midgard and Blåbjørn. The field has been developed with subsea wells tied-back to a production, storage and offloading vessel (FPSO), Åsgard A. The development also includes Åsgard B, a floating, semi-submersible facility for gas and condensate processing. The gas centre is connected to a storage vessel for condensate, Åsgard C. The production started in 1999. An amended PDO for a subsea template at Smørbukk Sør was approved in 2004. A PDO for subsea gas compression at Midgard was approved in 2012, and the facility started operation in 2016. PDO exemptions for Blåbjørn and Smørbukk Nord were granted in 2023. The Åsgard facilities are an important part of the Norwegian Sea infrastructure. The Mikkel and Morvin fields are tied to Åsgard B for processing, and gas from Åsgard B is sent to the Tyrihans field for gas lift. The Trestakk field is tied-back to Åsgard A.",43765,14.12.2023,02.04.2024
695,AASTA HANSTEEN,Recovery strategy,The field is produced by pressure depletion and natural aquifer drive.,23395946,28.02.2023,02.04.2024
696,AASTA HANSTEEN,Development,"Aasta Hansteen is a field in the northern part of the Norwegian Sea, 120 kilometres northwest of the Norne field. The water depth is 1270 metres. Aasta Hansteen was discovered in 1997, and the plan for development and production (PDO) was approved in 2013. The field initially comprised three separate accumulations: Luva, Haklang and Snefrid Sør. A new accumulation was discovered in 2015, Snefrid Nord. The field is developed with a SPAR (Single Point Anchor Reservoir) platform moored to the seabed. The development includes in addition two subsea templates with four slots each and two subsea templates with one slot each (satellites). The templates are tied-back to the platform through pipelines and steel catenary risers. Aasta Hansteen was granted a PDO exemption for the development Snefrid Nord in 2017. The production started in 2018.",23395946,14.12.2023,02.04.2024
